1818,01,01,1818.004, -1,1
1818,01,02,1818.007, -1,1
1818,01,03,1818.010, -1,1
1818,01,04,1818.012, -1,1
1818,01,05,1818.015, -1,1
1818,01,06,1818.018, -1,1
1818,01,07,1818.021, -1,1
1818,01,08,1818.023, 39,1
1818,01,09,1818.026, -1,1
1818,01,10,1818.029, -1,1
1818,01,11,1818.031, -1,1
1818,01,12,1818.034, -1,1
1818,01,13,1818.037, 22,1
1818,01,14,1818.040, -1,1
1818,01,15,1818.042, -1,1
1818,01,16,1818.045, -1,1
1818,01,17,1818.048, 46,1
1818,01,18,1818.051, 59,1
1818,01,19,1818.053, 63,1
1818,01,20,1818.056, -1,1
1818,01,21,1818.059, -1,1
1818,01,22,1818.062, -1,1
1818,01,23,1818.064, -1,1
1818,01,24,1818.067, -1,1
1818,01,25,1818.070, 15,1
1818,01,26,1818.073, -1,1
1818,01,27,1818.075, -1,1
1818,01,28,1818.078, 23,1
1818,01,29,1818.081, 12,1
1818,01,30,1818.083, -1,1
1818,01,31,1818.086, -1,1
1818,02,01,1818.089, -1,1
1818,02,02,1818.092, -1,1
1818,02,03,1818.094, 10,1
1818,02,04,1818.097, -1,1
1818,02,05,1818.100, 12,1
1818,02,06,1818.103, 15,1
1818,02,07,1818.105, -1,1
1818,02,08,1818.108, -1,1
1818,02,09,1818.111, 52,1
1818,02,10,1818.114, -1,1
1818,02,11,1818.116, -1,1
1818,02,12,1818.119, -1,1
1818,02,13,1818.122,115,1
1818,02,14,1818.125, 44,1
1818,02,15,1818.127, 49,1
1818,02,16,1818.130, 17,1
1818,02,17,1818.133, -1,1
1818,02,18,1818.135, -1,1
1818,02,19,1818.138,  0,1
1818,02,20,1818.141, -1,1
1818,02,21,1818.144,  0,1
1818,02,22,1818.146, -1,1
1818,02,23,1818.149,  0,1
1818,02,24,1818.152, -1,1
1818,02,25,1818.155,  0,1
1818,02,26,1818.157,  0,1
1818,02,27,1818.160,  0,1
1818,02,28,1818.163, -1,1
1818,03,01,1818.166, -1,1
1818,03,02,1818.168, -1,1
1818,03,03,1818.171, -1,1
1818,03,04,1818.174, -1,1
1818,03,05,1818.177, -1,1
1818,03,06,1818.179, 17,1
1818,03,07,1818.182, -1,1
1818,03,08,1818.185, -1,1
1818,03,09,1818.188, -1,1
1818,03,10,1818.190, 29,1
1818,03,11,1818.193, -1,1
1818,03,12,1818.196, -1,1
1818,03,13,1818.198, -1,1
1818,03,14,1818.201, 19,1
1818,03,15,1818.204, 15,1
1818,03,16,1818.207, 28,1
1818,03,17,1818.209, -1,1
1818,03,18,1818.212, 26,1
1818,03,19,1818.215,  0,1
1818,03,20,1818.218,  0,1
1818,03,21,1818.220, 51,1
1818,03,22,1818.223, -1,1
1818,03,23,1818.226, 31,1
1818,03,24,1818.229, 48,1
1818,03,25,1818.231, -1,1
1818,03,26,1818.234, -1,1
1818,03,27,1818.237, 34,1
1818,03,28,1818.240, 29,1
1818,03,29,1818.242, 29,1
1818,03,30,1818.245, -1,1
1818,03,31,1818.248, -1,1
1818,04,01,1818.250, -1,1
1818,04,02,1818.253, -1,1
1818,04,03,1818.256, -1,1
1818,04,04,1818.259, 11,1
1818,04,05,1818.261, 33,1
1818,04,06,1818.264, 23,1
1818,04,07,1818.267, -1,1
1818,04,08,1818.270, 23,1
1818,04,09,1818.272, 36,1
1818,04,10,1818.275, 37,1
1818,04,11,1818.278, 40,1
1818,04,12,1818.281, 31,1
1818,04,13,1818.283, 26,1
1818,04,14,1818.286, 28,1
1818,04,15,1818.289, 41,1
1818,04,16,1818.292, 49,1
1818,04,17,1818.294, -1,1
1818,04,18,1818.297, 39,1
1818,04,19,1818.300, 32,1
1818,04,20,1818.302, -1,1
1818,04,21,1818.305, -1,1
1818,04,22,1818.308, -1,1
1818,04,23,1818.311, -1,1
1818,04,24,1818.313, 17,1
1818,04,25,1818.316, 26,1
1818,04,26,1818.319, 52,1
1818,04,27,1818.322, 55,1
1818,04,28,1818.324, 49,1
1818,04,29,1818.327, 39,1
1818,04,30,1818.330, 38,1
1818,05,01,1818.333, 38,1
1818,05,02,1818.335, 44,1
1818,05,03,1818.338, 52,1
1818,05,04,1818.341, -1,1
1818,05,05,1818.344, 12,1
1818,05,06,1818.346, 43,1
1818,05,07,1818.349, -1,1
1818,05,08,1818.352, 24,1
1818,05,09,1818.354, 36,1
1818,05,10,1818.357, 37,1
1818,05,11,1818.360, 28,1
1818,05,12,1818.363, 30,1
1818,05,13,1818.365, 32,1
1818,05,14,1818.368, 33,1
1818,05,15,1818.371, 45,1
1818,05,16,1818.374, -1,1
1818,05,17,1818.376, -1,1
1818,05,18,1818.379, -1,1
1818,05,19,1818.382, 62,1
1818,05,20,1818.385, 44,1
1818,05,21,1818.387, -1,1
1818,05,22,1818.390, 32,1
1818,05,23,1818.393, 47,1
1818,05,24,1818.396, 40,1
1818,05,25,1818.398, 75,1
1818,05,26,1818.401, 79,1
1818,05,27,1818.404, 75,1
1818,05,28,1818.407,119,1
1818,05,29,1818.409,121,1
1818,05,30,1818.412,100,1
1818,05,31,1818.415, 79,1
1818,06,01,1818.417, 75,1
1818,06,02,1818.420, 60,1
1818,06,03,1818.423, 51,1
1818,06,04,1818.426, 52,1
1818,06,05,1818.428, 32,1
1818,06,06,1818.431, 25,1
1818,06,07,1818.434, 10,1
1818,06,08,1818.437, 21,1
1818,06,09,1818.439, 20,1
1818,06,10,1818.442, 22,1
1818,06,11,1818.445, -1,1
1818,06,12,1818.448, -1,1
1818,06,13,1818.450, -1,1
1818,06,14,1818.453, 10,1
1818,06,15,1818.456, 10,1
1818,06,16,1818.459, 10,1
1818,06,17,1818.461, -1,1
1818,06,18,1818.464, 17,1
1818,06,19,1818.467, 40,1
1818,06,20,1818.469, 40,1
1818,06,21,1818.472, 54,1
1818,06,22,1818.475, 50,1
1818,06,23,1818.478, 42,1
1818,06,24,1818.480, 31,1
1818,06,25,1818.483, -1,1
1818,06,26,1818.486, 39,1
1818,06,27,1818.489, 44,1
1818,06,28,1818.491, 45,1
1818,06,29,1818.494, 58,1
1818,06,30,1818.497, 53,1
1818,07,01,1818.500, 34,1
1818,07,02,1818.502, 11,1
1818,07,03,1818.505, 13,1
1818,07,04,1818.508, 34,1
1818,07,05,1818.511, 43,1
1818,07,06,1818.513, -1,1
1818,07,07,1818.516, 21,1
1818,07,08,1818.519, 15,1
1818,07,09,1818.522, 12,1
1818,07,10,1818.524, 20,1
1818,07,11,1818.527, 27,1
1818,07,12,1818.530, -1,1
1818,07,13,1818.532, -1,1
1818,07,14,1818.535, 35,1
1818,07,15,1818.538, 32,1
1818,07,16,1818.541, -1,1
1818,07,17,1818.543, 22,1
1818,07,18,1818.546, 25,1
1818,07,19,1818.549, -1,1
1818,07,20,1818.552, 16,1
1818,07,21,1818.554, -1,1
1818,07,22,1818.557, -1,1
1818,07,23,1818.560, 31,1
1818,07,24,1818.563, 46,1
1818,07,25,1818.565, -1,1
1818,07,26,1818.568, 38,1
1818,07,27,1818.571, 52,1
1818,07,28,1818.574, 30,1
1818,07,29,1818.576, -1,1
1818,07,30,1818.579, 31,1
1818,07,31,1818.582, -1,1
1818,08,01,1818.584, -1,1
1818,08,02,1818.587, 28,1
1818,08,03,1818.590, 17,1
1818,08,04,1818.593, 10,1
1818,08,05,1818.595, 10,1
1818,08,06,1818.598, 13,1
1818,08,07,1818.601, 19,1
1818,08,08,1818.604, 38,1
1818,08,09,1818.606, 35,1
1818,08,10,1818.609, 40,1
1818,08,11,1818.612, -1,1
1818,08,12,1818.615, 42,1
1818,08,13,1818.617, 44,1
1818,08,14,1818.620, -1,1
1818,08,15,1818.623, -1,1
1818,08,16,1818.626, 51,1
1818,08,17,1818.628, -1,1
1818,08,18,1818.631, 32,1
1818,08,19,1818.634, 34,1
1818,08,20,1818.637, -1,1
1818,08,21,1818.639, -1,1
1818,08,22,1818.642, 36,1
1818,08,23,1818.645, 52,1
1818,08,24,1818.647, -1,1
1818,08,25,1818.650, 59,1
1818,08,26,1818.653, -1,1
1818,08,27,1818.656, -1,1
1818,08,28,1818.658, -1,1
1818,08,29,1818.661, 46,1
1818,08,30,1818.664, 10,1
1818,08,31,1818.667, 14,1
1818,09,01,1818.669, 14,1
1818,09,02,1818.672, 13,1
1818,09,03,1818.675, 24,1
1818,09,04,1818.678, 15,1
1818,09,05,1818.680, -1,1
1818,09,06,1818.683, -1,1
1818,09,07,1818.686, 54,1
1818,09,08,1818.689, 52,1
1818,09,09,1818.691, 32,1
1818,09,10,1818.694, 24,1
1818,09,11,1818.697, -1,1
1818,09,12,1818.699, -1,1
1818,09,13,1818.702, 20,1
1818,09,14,1818.705, 20,1
1818,09,15,1818.708, 24,1
1818,09,16,1818.710, 25,1
1818,09,17,1818.713, -1,1
1818,09,18,1818.716, -1,1
1818,09,19,1818.719, -1,1
1818,09,20,1818.721, 18,1
1818,09,21,1818.724, -1,1
1818,09,22,1818.727, -1,1
1818,09,23,1818.730, 62,1
1818,09,24,1818.732, 16,1
1818,09,25,1818.735, 20,1
1818,09,26,1818.738, 26,1
1818,09,27,1818.741, -1,1
1818,09,28,1818.743, -1,1
1818,09,29,1818.746, 10,1
1818,09,30,1818.749, -1,1
1818,10,01,1818.752, 10,1
1818,10,02,1818.754, 10,1
1818,10,03,1818.757, 11,1
1818,10,04,1818.760, 15,1
1818,10,05,1818.762, -1,1
1818,10,06,1818.765, 24,1
1818,10,07,1818.768, 36,1
1818,10,08,1818.771, 68,1
1818,10,09,1818.773, 94,1
1818,10,10,1818.776, 26,1
1818,10,11,1818.779, -1,1
1818,10,12,1818.782, -1,1
1818,10,13,1818.784, 24,1
1818,10,14,1818.787, 98,1
1818,10,15,1818.790, -1,1
1818,10,16,1818.793, -1,1
1818,10,17,1818.795, 65,1
1818,10,18,1818.798, 19,1
1818,10,19,1818.801, 11,1
1818,10,20,1818.804, 10,1
1818,10,21,1818.806, 10,1
1818,10,22,1818.809, 10,1
1818,10,23,1818.812, -1,1
1818,10,24,1818.814, 33,1
1818,10,25,1818.817, 27,1
1818,10,26,1818.820, -1,1
1818,10,27,1818.823, 31,1
1818,10,28,1818.825, 30,1
1818,10,29,1818.828, 34,1
1818,10,30,1818.831, -1,1
1818,10,31,1818.834, -1,1
1818,11,01,1818.836, -1,1
1818,11,02,1818.839, -1,1
1818,11,03,1818.842, 25,1
1818,11,04,1818.845, -1,1
1818,11,05,1818.847, 10,1
1818,11,06,1818.850, -1,1
1818,11,07,1818.853, -1,1
1818,11,08,1818.856, -1,1
1818,11,09,1818.858, 24,1
1818,11,10,1818.861, -1,1
1818,11,11,1818.864, -1,1
1818,11,12,1818.867, -1,1
1818,11,13,1818.869, -1,1
1818,11,14,1818.872,  0,1
1818,11,15,1818.875,  0,1
1818,11,16,1818.877,  0,1
1818,11,17,1818.880, 10,1
1818,11,18,1818.883, 13,1
1818,11,19,1818.886, -1,1
1818,11,20,1818.888, 10,1
1818,11,21,1818.891, 15,1
1818,11,22,1818.894, 14,1
1818,11,23,1818.897, -1,1
1818,11,24,1818.899, -1,1
1818,11,25,1818.902, 10,1
1818,11,26,1818.905, -1,1
1818,11,27,1818.908, -1,1
1818,11,28,1818.910, -1,1
1818,11,29,1818.913, -1,1
1818,11,30,1818.916, -1,1
1818,12,01,1818.919, -1,1
1818,12,02,1818.921, -1,1
1818,12,03,1818.924, 14,1
1818,12,04,1818.927, 15,1
1818,12,05,1818.929, 15,1
1818,12,06,1818.932,  0,1
1818,12,07,1818.935, -1,1
1818,12,08,1818.938, -1,1
1818,12,09,1818.940, -1,1
1818,12,10,1818.943, -1,1
1818,12,11,1818.946, 23,1
1818,12,12,1818.949, 18,1
1818,12,13,1818.951, -1,1
1818,12,14,1818.954, -1,1
1818,12,15,1818.957,  0,1
1818,12,16,1818.960, -1,1
1818,12,17,1818.962,  0,1
1818,12,18,1818.965, -1,1
1818,12,19,1818.968, 33,1
1818,12,20,1818.971, -1,1
1818,12,21,1818.973, -1,1
1818,12,22,1818.976, -1,1
1818,12,23,1818.979, 50,1
1818,12,24,1818.982, 63,1
1818,12,25,1818.984, -1,1
1818,12,26,1818.987, -1,1
1818,12,27,1818.990, 64,1
1818,12,28,1818.992, -1,1
1818,12,29,1818.995, -1,1
1818,12,30,1818.998, -1,1
1818,12,31,1819.001, 41,1
1819,01,01,1819.003, 41,1
1819,01,02,1819.006, -1,1
1819,01,03,1819.009, 35,1
1819,01,04,1819.012, 24,1
1819,01,05,1819.014, 42,1
1819,01,06,1819.017, -1,1
1819,01,07,1819.020, 33,1
1819,01,08,1819.023, -1,1
1819,01,09,1819.025, -1,1
1819,01,10,1819.028, -1,1
1819,01,11,1819.031, -1,1
1819,01,12,1819.034, 53,1
1819,01,13,1819.036, -1,1
1819,01,14,1819.039, -1,1
1819,01,15,1819.042, 35,1
1819,01,16,1819.044, 35,1
1819,01,17,1819.047, -1,1
1819,01,18,1819.050, 16,1
1819,01,19,1819.053, -1,1
1819,01,20,1819.055, -1,1
1819,01,21,1819.058, -1,1
1819,01,22,1819.061, -1,1
1819,01,23,1819.064, 46,1
1819,01,24,1819.066, -1,1
1819,01,25,1819.069, -1,1
1819,01,26,1819.072, -1,1
1819,01,27,1819.075, -1,1
1819,01,28,1819.077, 12,1
1819,01,29,1819.080, 22,1
1819,01,30,1819.083, -1,1
1819,01,31,1819.086, -1,1
1819,02,01,1819.088, 10,1
1819,02,02,1819.091, -1,1
1819,02,03,1819.094, -1,1
1819,02,04,1819.097, -1,1
1819,02,05,1819.099,  0,1
1819,02,06,1819.102,  0,1
1819,02,07,1819.105, -1,1
1819,02,08,1819.107, -1,1
1819,02,09,1819.110, -1,1
1819,02,10,1819.113, 15,1
1819,02,11,1819.116, -1,1
1819,02,12,1819.118, -1,1
1819,02,13,1819.121, 34,1
1819,02,14,1819.124, -1,1
1819,02,15,1819.127, 35,1
1819,02,16,1819.129, -1,1
